图像路径,文件名,真实标签,真实标签索引,预测标签,预测标签索引,是否预测正确,预测置信度,真实标签置信度,概率_dyed-lifted-polyps,概率_dyed-resection-margins,概率_esophagitis,概率_normal-cecum,概率_normal-pylorus,概率_normal-z-line,概率_polyps,概率_ulcerative-colitis
./dataset/val\dyed-lifted-polyps\1095b496-3ccc-4758-8429-fb85c59baf45.jpg,1095b496-3ccc-4758-8429-fb85c59baf45.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.67776346,0.67776346,0.67776346,0.10014809,0.09971577,0.009190016,0.00040923158,0.0043096347,0.108431995,3.183197e-05
./dataset/val\dyed-lifted-polyps\1144ef26-edfe-493f-9c2b-10074ae5c5f8.jpg,1144ef26-edfe-493f-9c2b-10074ae5c5f8.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9290362,0.9290362,0.9290362,0.0176751,9.295741e-05,7.689352e-06,0.00019412825,2.5742098e-05,0.052687947,0.0002802208
./dataset/val\dyed-lifted-polyps\1392de5a-9a8d-4400-9236-d4734d9ebd2c.jpg,1392de5a-9a8d-4400-9236-d4734d9ebd2c.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.96453995,0.96453995,0.96453995,0.03525727,1.3242127e-06,2.3522425e-05,0.00012349966,1.8761171e-05,1.6135964e-05,1.9465731e-05
./dataset/val\dyed-lifted-polyps\140670b4-221e-4149-b748-f29940067147.jpg,140670b4-221e-4149-b748-f29940067147.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.998818,0.998818,0.998818,0.0011143294,8.783224e-08,8.4551624e-07,5.573517e-07,9.235626e-07,7.4022214e-06,5.7761845e-05
./dataset/val\dyed-lifted-polyps\14177494-4eda-4ee2-ba8a-0ffe6033d4e3.jpg,14177494-4eda-4ee2-ba8a-0ffe6033d4e3.jpg,dyed-lifted-polyps,0,dyed-resection-margins,1,0,0.50763166,0.49221316,0.49221316,0.50763166,3.7085428e-07,4.0110193e-05,4.6170557e-05,1.4360793e-06,3.8444217e-05,2.861002e-05
./dataset/val\dyed-lifted-polyps\1484493f-b6a9-43d1-82dc-a7a78ddd2490.jpg,1484493f-b6a9-43d1-82dc-a7a78ddd2490.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99807954,0.99807954,0.99807954,0.0017752174,1.6073442e-07,7.0411393e-06,9.935433e-06,1.810914e-05,0.0001003736,9.554648e-06
./dataset/val\dyed-lifted-polyps\1547239e-0bf2-4798-9260-15978990bad5.jpg,1547239e-0bf2-4798-9260-15978990bad5.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99359316,0.99359316,0.99359316,0.0063437587,1.4019835e-06,1.4241958e-06,1.4532644e-05,3.7063594e-06,4.1338026e-05,6.346841e-07
./dataset/val\dyed-lifted-polyps\1567b54f-28ac-438c-802e-31ffbeee562d.jpg,1567b54f-28ac-438c-802e-31ffbeee562d.jpg,dyed-lifted-polyps,0,dyed-resection-margins,1,0,0.79792416,0.20174806,0.20174806,0.79792416,7.2020186e-05,2.2577511e-05,0.0001310097,3.071253e-05,3.1599633e-05,3.9774844e-05
./dataset/val\dyed-lifted-polyps\1772420c-014c-4922-a54f-36308db05ce6.jpg,1772420c-014c-4922-a54f-36308db05ce6.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99021405,0.99021405,0.99021405,0.009679558,5.797134e-07,1.1358267e-05,5.9429407e-05,5.8341802e-06,4.713875e-06,2.4571345e-05
./dataset/val\dyed-lifted-polyps\1950947d-bce3-4979-b669-d28904eaaaaa.jpg,1950947d-bce3-4979-b669-d28904eaaaaa.jpg,dyed-lifted-polyps,0,dyed-resection-margins,1,0,0.5580408,0.438184,0.438184,0.5580408,8.560954e-05,0.0026305623,0.0001353404,3.2990753e-05,0.00016290504,0.00072780397
./dataset/val\dyed-lifted-polyps\197926f0-ede5-4391-bedd-12e66d655159.jpg,197926f0-ede5-4391-bedd-12e66d655159.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.7915781,0.7915781,0.7915781,0.20790687,1.53643e-05,0.00022832793,3.1542306e-05,2.7486725e-05,7.3954548e-06,0.00020498008
./dataset/val\dyed-lifted-polyps\2248f4a1-3827-47a8-922e-1884cad3649d.jpg,2248f4a1-3827-47a8-922e-1884cad3649d.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.5947897,0.5947897,0.5947897,0.4051509,4.3782584e-06,7.673326e-06,6.3153857e-06,2.3017792e-07,2.7795171e-05,1.305908e-05
./dataset/val\dyed-lifted-polyps\2301e1bd-9d61-4159-89f9-2382043c4e0a.jpg,2301e1bd-9d61-4159-89f9-2382043c4e0a.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.74590814,0.74590814,0.74590814,0.25403053,4.546893e-06,2.5035292e-06,2.1810376e-05,9.288922e-06,1.6870348e-05,6.3894267e-06
./dataset/val\dyed-lifted-polyps\2335d64a-6f62-4f6e-a907-811850464a53.jpg,2335d64a-6f62-4f6e-a907-811850464a53.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.97631854,0.97631854,0.97631854,0.022908952,3.4133504e-05,0.00027436946,1.0294472e-05,2.8218275e-05,5.1684518e-05,0.00037389435
./dataset/val\dyed-lifted-polyps\23745e74-a557-483f-aed6-beca9e90f303.jpg,23745e74-a557-483f-aed6-beca9e90f303.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9960854,0.9960854,0.9960854,0.0038871146,4.6623774e-07,9.0919275e-06,5.2742025e-06,4.7932344e-06,2.5985664e-06,5.235045e-06
./dataset/val\dyed-lifted-polyps\24210ceb-3a29-4386-a501-812f337ef6b6.jpg,24210ceb-3a29-4386-a501-812f337ef6b6.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.95897657,0.95897657,0.95897657,0.040737223,1.8606312e-06,5.485037e-06,2.7428481e-05,2.193063e-05,1.4633965e-05,0.00021490964
./dataset/val\dyed-lifted-polyps\2608470f-6d89-4d33-83a8-de62c1e72b3a.jpg,2608470f-6d89-4d33-83a8-de62c1e72b3a.jpg,dyed-lifted-polyps,0,dyed-resection-margins,1,0,0.9860691,0.013574701,0.013574701,0.9860691,2.5965487e-06,0.0002132545,9.004662e-05,2.9494192e-06,1.1991214e-05,3.534778e-05
./dataset/val\dyed-lifted-polyps\301351c4-3f6f-474e-ab26-ed398174f7c3.jpg,301351c4-3f6f-474e-ab26-ed398174f7c3.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.7882055,0.7882055,0.7882055,0.20459044,1.0878629e-05,0.006538867,7.341097e-05,2.3539085e-05,0.000556891,4.3519245e-07
./dataset/val\dyed-lifted-polyps\301718e9-bbdf-4cdd-a665-908c36ae31ea.jpg,301718e9-bbdf-4cdd-a665-908c36ae31ea.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99925655,0.99925655,0.99925655,0.000117520416,8.405375e-07,6.14361e-06,1.324337e-05,9.996906e-06,0.00014073402,0.00045501866
./dataset/val\dyed-lifted-polyps\3124302b-9fe9-46f4-a346-f1e6945872d2.jpg,3124302b-9fe9-46f4-a346-f1e6945872d2.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.526096,0.526096,0.526096,0.47350964,0.00025496422,3.8573985e-06,3.6061429e-06,1.0071232e-05,1.4852058e-05,0.00010701919
./dataset/val\dyed-lifted-polyps\31604d8a-e8ac-4d98-969d-8627321ad8c7.jpg,31604d8a-e8ac-4d98-969d-8627321ad8c7.jpg,dyed-lifted-polyps,0,dyed-resection-margins,1,0,0.7479855,0.25103226,0.25103226,0.7479855,2.1357975e-05,0.00021210642,0.0001806175,3.6517296e-05,2.9974208e-05,0.0005016569
./dataset/val\dyed-lifted-polyps\338876e1-4a56-4b7c-af24-84ab62a871fd.jpg,338876e1-4a56-4b7c-af24-84ab62a871fd.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.95127475,0.95127475,0.95127475,0.048639204,1.8245008e-07,3.1207608e-06,5.779983e-05,8.6898945e-06,1.4249544e-05,2.028805e-06
./dataset/val\dyed-lifted-polyps\35260f8c-9cdd-4e6c-b35c-1094835900fe.jpg,35260f8c-9cdd-4e6c-b35c-1094835900fe.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.53866273,0.53866273,0.53866273,0.46125966,8.747583e-06,4.62215e-06,2.232289e-05,8.194179e-06,9.324234e-07,3.2733482e-05
./dataset/val\dyed-lifted-polyps\3564be22-d58c-4194-8a31-647894585f55.jpg,3564be22-d58c-4194-8a31-647894585f55.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.8973024,0.8973024,0.8973024,0.10170294,0.00021481482,6.493874e-05,2.2639719e-05,1.1678393e-05,0.00066502247,1.5609827e-05
./dataset/val\dyed-lifted-polyps\361163c6-2be7-4c90-b507-26fc46e30cc1.jpg,361163c6-2be7-4c90-b507-26fc46e30cc1.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.97375035,0.97375035,0.97375035,0.026024673,1.2215945e-05,9.758796e-06,2.7940294e-05,0.0001673445,1.0089109e-06,6.715769e-06
./dataset/val\dyed-lifted-polyps\36928da6-bc26-4fb3-a01c-b673b35ae8e3.jpg,36928da6-bc26-4fb3-a01c-b673b35ae8e3.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9872492,0.9872492,0.9872492,0.01260815,1.357351e-06,9.889051e-06,5.913687e-05,2.066591e-06,4.9725964e-05,2.0591044e-05
./dataset/val\dyed-lifted-polyps\37655d2f-5b55-4763-873b-5538d9f97858.jpg,37655d2f-5b55-4763-873b-5538d9f97858.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9357665,0.9357665,0.9357665,0.06363048,1.2188799e-05,0.00012718402,0.00015301461,4.9327984e-05,0.00014695343,0.00011423623
./dataset/val\dyed-lifted-polyps\3983e21f-6989-47d9-9188-fff27302579b.jpg,3983e21f-6989-47d9-9188-fff27302579b.jpg,dyed-lifted-polyps,0,dyed-resection-margins,1,0,0.70107174,0.298869,0.298869,0.70107174,2.3273308e-06,3.3665645e-05,2.7187205e-06,1.5519533e-06,6.797894e-06,1.2103124e-05
./dataset/val\dyed-lifted-polyps\4128a5ff-df5d-4b3a-9560-bd131a13526a.jpg,4128a5ff-df5d-4b3a-9560-bd131a13526a.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9999218,0.9999218,0.9999218,3.9752595e-05,1.7213803e-07,4.775808e-06,2.4237702e-06,3.4132609e-07,1.3007968e-05,1.7732524e-05
./dataset/val\dyed-lifted-polyps\4471f752-22d1-4999-a658-849bfec6ea6f.jpg,4471f752-22d1-4999-a658-849bfec6ea6f.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9974031,0.9974031,0.9974031,0.0025512534,2.99238e-07,1.2055296e-05,1.2948723e-05,4.483451e-06,1.03681305e-05,5.4194124e-06
./dataset/val\dyed-lifted-polyps\46013e17-dfcf-4ca8-a2b0-b83fb5da0501.jpg,46013e17-dfcf-4ca8-a2b0-b83fb5da0501.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9942625,0.9942625,0.9942625,0.005265598,2.544371e-07,2.4896868e-05,9.283402e-06,1.3286069e-05,0.00019088993,0.00023327574
./dataset/val\dyed-lifted-polyps\4662b9c6-b6b4-4176-ab39-3a7a4024b890.jpg,4662b9c6-b6b4-4176-ab39-3a7a4024b890.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.95014405,0.95014405,0.95014405,0.049587697,1.487816e-06,4.6381585e-05,9.4999305e-06,3.0767198e-06,0.00020608779,1.6847526e-06
./dataset/val\dyed-lifted-polyps\501681e0-6c59-4e89-8170-36d2ab45f254.jpg,501681e0-6c59-4e89-8170-36d2ab45f254.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99922466,0.99922466,0.99922466,0.0007639334,3.1100825e-07,1.344333e-06,1.1417064e-06,6.862096e-07,3.1700927e-07,7.5499224e-06
./dataset/val\dyed-lifted-polyps\5326e569-e658-4380-bfab-cbaa8e92c4f0.jpg,5326e569-e658-4380-bfab-cbaa8e92c4f0.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9358665,0.9358665,0.9358665,0.06408234,4.3167797e-06,1.868099e-06,1.5946252e-05,1.1989969e-05,1.0528265e-05,6.5534277e-06
./dataset/val\dyed-lifted-polyps\5421247f-fec8-4ae6-a8e9-86a45b9b7874.jpg,5421247f-fec8-4ae6-a8e9-86a45b9b7874.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99776006,0.99776006,0.99776006,0.001708168,4.455376e-06,2.7807833e-05,3.3779947e-05,8.888324e-06,0.0004557491,1.0816801e-06
./dataset/val\dyed-lifted-polyps\5452e6e1-7691-4f76-94f7-9d29d38385f8.jpg,5452e6e1-7691-4f76-94f7-9d29d38385f8.jpg,dyed-lifted-polyps,0,dyed-resection-margins,1,0,0.983055,0.016799796,0.016799796,0.983055,3.3092117e-06,2.1019381e-05,5.5860106e-05,1.344488e-06,4.2978038e-05,2.0664396e-05
./dataset/val\dyed-lifted-polyps\55162bcd-887f-4a5c-b868-e31cb5ffbbdf.jpg,55162bcd-887f-4a5c-b868-e31cb5ffbbdf.jpg,dyed-lifted-polyps,0,dyed-resection-margins,1,0,0.74142677,0.25846052,0.25846052,0.74142677,8.498647e-06,3.4873565e-07,5.479491e-05,2.7563568e-05,1.1460667e-05,1.0026391e-05
./dataset/val\dyed-lifted-polyps\5624f175-ad40-4752-8bdb-59c430a3e591.jpg,5624f175-ad40-4752-8bdb-59c430a3e591.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9960974,0.9960974,0.9960974,0.0005965374,1.0301366e-06,4.924861e-06,3.3653694e-06,1.4816405e-06,4.8471837e-05,0.0032468739
./dataset/val\dyed-lifted-polyps\5645b26f-6de9-4ed8-8c19-cac6ca22847a.jpg,5645b26f-6de9-4ed8-8c19-cac6ca22847a.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9610561,0.9610561,0.9610561,0.03888623,1.3136115e-06,2.7199732e-05,1.0977975e-05,6.438993e-06,4.9315922e-06,6.7308206e-06
./dataset/val\dyed-lifted-polyps\56852a3d-b0f0-4b69-b63b-3969f68b914d.jpg,56852a3d-b0f0-4b69-b63b-3969f68b914d.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9968485,0.9968485,0.9968485,0.002626996,5.335511e-07,4.3273208e-06,3.2998178e-05,3.4235767e-05,3.8674334e-05,0.00041364465
./dataset/val\dyed-lifted-polyps\585447d7-8210-4ce1-ab85-d62998061a95.jpg,585447d7-8210-4ce1-ab85-d62998061a95.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99611497,0.99611497,0.99611497,0.0032981322,1.1829483e-06,7.2610506e-05,0.00033687206,1.7227825e-06,2.480975e-06,0.00017200164
./dataset/val\dyed-lifted-polyps\604f920c-05d2-4481-94a9-d8d5978654ab.jpg,604f920c-05d2-4481-94a9-d8d5978654ab.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99962187,0.99962187,0.99962187,0.0003005449,8.7546744e-07,2.8127624e-05,1.30341e-05,7.2349058e-06,5.74754e-06,2.2551381e-05
./dataset/val\dyed-lifted-polyps\607347c8-de2e-4e4f-a2fd-b09a7c898d24.jpg,607347c8-de2e-4e4f-a2fd-b09a7c898d24.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.91073126,0.91073126,0.91073126,0.08900979,1.0052223e-05,0.00018179975,3.1610834e-05,1.2367169e-05,1.7811153e-05,5.246121e-06
./dataset/val\dyed-lifted-polyps\652b2527-8e45-4273-a6e0-1b340c2c409f.jpg,652b2527-8e45-4273-a6e0-1b340c2c409f.jpg,dyed-lifted-polyps,0,dyed-resection-margins,1,0,0.8798477,0.107665,0.107665,0.8798477,2.1496773e-05,0.00039096267,1.056951e-05,2.1599533e-06,0.0007134542,0.011348588
./dataset/val\dyed-lifted-polyps\6953a4c5-9be7-48e8-a396-77c55e274ff1.jpg,6953a4c5-9be7-48e8-a396-77c55e274ff1.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9984687,0.9984687,0.9984687,0.0011297738,1.6230548e-06,0.00017471206,4.0389354e-05,9.274159e-06,6.386891e-05,0.00011169932
./dataset/val\dyed-lifted-polyps\70355e7c-5778-4507-9a1e-60aa240a0015.jpg,70355e7c-5778-4507-9a1e-60aa240a0015.jpg,dyed-lifted-polyps,0,dyed-resection-margins,1,0,0.8802458,0.119139165,0.119139165,0.8802458,0.00017712568,0.00012846645,2.6380689e-05,1.6599817e-05,2.5610845e-05,0.00024085162
./dataset/val\dyed-lifted-polyps\71471ed0-0e15-42a2-ae16-336f597265af.jpg,71471ed0-0e15-42a2-ae16-336f597265af.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.85074157,0.85074157,0.85074157,0.14815067,9.036667e-05,1.3951348e-05,1.6881066e-05,1.6471266e-05,0.00015567674,0.0008145086
./dataset/val\dyed-lifted-polyps\716d5003-f39f-4b12-bb66-d89a91ec732e.jpg,716d5003-f39f-4b12-bb66-d89a91ec732e.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.93858963,0.93858963,0.93858963,0.05890574,8.8387715e-06,5.449132e-05,8.82376e-05,3.5327448e-05,0.0022691416,4.8592297e-05
./dataset/val\dyed-lifted-polyps\717bbe6d-22b0-4cff-8d9d-cfb80ec715b2.jpg,717bbe6d-22b0-4cff-8d9d-cfb80ec715b2.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.98555183,0.98555183,0.98555183,0.013757509,2.8881682e-06,0.0003176304,6.161946e-05,5.775092e-05,3.0408284e-05,0.0002205125
./dataset/val\dyed-lifted-polyps\7274e516-e0c5-4d59-9dfd-e969a5779568.jpg,7274e516-e0c5-4d59-9dfd-e969a5779568.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9773466,0.9773466,0.9773466,0.022482906,7.5561125e-06,2.5005338e-05,5.6511955e-05,6.065046e-05,3.5604698e-06,1.7276017e-05
./dataset/val\dyed-lifted-polyps\7336436f-57a4-4b22-86c9-9a4360a87b29.jpg,7336436f-57a4-4b22-86c9-9a4360a87b29.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9987299,0.9987299,0.9987299,0.0011553775,1.0716511e-06,5.5091383e-05,1.6681759e-05,1.1868837e-05,2.0420022e-05,9.58973e-06
./dataset/val\dyed-lifted-polyps\734c3892-9195-4ec7-92d8-63db8065d60f.jpg,734c3892-9195-4ec7-92d8-63db8065d60f.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.93731654,0.93731654,0.93731654,0.0037643132,1.3877767e-05,0.00036841718,1.543667e-05,1.2088328e-06,4.0543033e-05,0.058479715
./dataset/val\dyed-lifted-polyps\73932b1b-fd8d-48bd-a788-efd3b7f7409b.jpg,73932b1b-fd8d-48bd-a788-efd3b7f7409b.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.6412912,0.6412912,0.6412912,0.35798976,9.176278e-06,0.00041257546,6.237625e-05,4.3727478e-06,7.0329486e-05,0.00016025409
./dataset/val\dyed-lifted-polyps\7432a33e-c4db-48b3-a1fb-0ebb817a3c79.jpg,7432a33e-c4db-48b3-a1fb-0ebb817a3c79.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.97664124,0.97664124,0.97664124,0.023277862,3.54311e-06,3.5451092e-05,2.1838767e-05,1.17346735e-05,2.5374477e-06,5.7383854e-06
./dataset/val\dyed-lifted-polyps\755400fe-de8c-4e4d-aa4a-a06fd4c9be07.jpg,755400fe-de8c-4e4d-aa4a-a06fd4c9be07.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99639904,0.99639904,0.99639904,0.003484261,3.4921064e-07,5.312875e-07,1.6787411e-05,2.3335379e-06,9.471135e-05,2.035171e-06
./dataset/val\dyed-lifted-polyps\76602e21-7ba7-43b8-83cd-339d39165e76.jpg,76602e21-7ba7-43b8-83cd-339d39165e76.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9998093,0.9998093,0.9998093,0.00015219324,1.670531e-06,3.6312408e-06,1.9163173e-05,2.2348013e-06,6.1385604e-06,5.563049e-06
./dataset/val\dyed-lifted-polyps\7756dc68-5afc-4954-bb3f-ff222eadd390.jpg,7756dc68-5afc-4954-bb3f-ff222eadd390.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9998171,0.9998171,0.9998171,0.00016549484,3.6639662e-07,4.4973503e-06,3.3223873e-06,4.861354e-06,4.1657708e-07,3.8950698e-06
./dataset/val\dyed-lifted-polyps\775cf098-e2c9-4006-8335-e744321223d1.jpg,775cf098-e2c9-4006-8335-e744321223d1.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.98114693,0.98114693,0.98114693,0.0073968456,1.5158073e-06,0.008004444,6.7074216e-06,3.6137837e-05,0.0003870875,0.0030203888
./dataset/val\dyed-lifted-polyps\7864e146-4de1-4a9c-b763-6d7e73804975.jpg,7864e146-4de1-4a9c-b763-6d7e73804975.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.7189077,0.7189077,0.7189077,0.27594987,0.00038946894,0.0002586633,0.0029959287,0.00026603328,0.00093669264,0.00029566878
./dataset/val\dyed-lifted-polyps\792bb897-cd6e-45d7-af8f-b9d5a92b1039.jpg,792bb897-cd6e-45d7-af8f-b9d5a92b1039.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.5223421,0.5223421,0.5223421,0.47549567,1.4113244e-06,0.00040478437,0.0007568894,3.1201238e-05,7.174885e-05,0.0008961977
./dataset/val\dyed-lifted-polyps\794beba5-bd66-4275-a8ff-c1c1e800daf2.jpg,794beba5-bd66-4275-a8ff-c1c1e800daf2.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.8603076,0.8603076,0.8603076,0.13954931,1.747204e-05,2.5605211e-06,1.2713846e-05,2.150338e-05,7.9873185e-05,8.96667e-06
./dataset/val\dyed-lifted-polyps\80650162-1ee1-49e9-847f-b4fcd523fcfe.jpg,80650162-1ee1-49e9-847f-b4fcd523fcfe.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.97768664,0.97768664,0.97768664,0.022111528,1.5811702e-07,2.9810774e-06,3.9579674e-05,1.4558201e-05,9.073617e-05,5.3752632e-05
./dataset/val\dyed-lifted-polyps\812689d5-df75-4175-a61c-0e9cac66c93f.jpg,812689d5-df75-4175-a61c-0e9cac66c93f.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.9268887,0.9268887,0.9268887,0.072985336,6.0531747e-06,2.4586993e-06,4.9603925e-05,1.6553708e-05,5.6253466e-06,4.5556815e-05
./dataset/val\dyed-lifted-polyps\816bd254-13e6-4760-b48b-44c71fc54944.jpg,816bd254-13e6-4760-b48b-44c71fc54944.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.91859144,0.91859144,0.91859144,0.07594775,0.000114554634,3.0906601e-06,0.00034477448,0.00039732544,0.0045741084,2.706687e-05
./dataset/val\dyed-lifted-polyps\82315326-4999-4ecb-99f4-400d894fc6f8.jpg,82315326-4999-4ecb-99f4-400d894fc6f8.jpg,dyed-lifted-polyps,0,dyed-lifted-polyps,0,1,0.99949336,0.99949336,0.99949336,0.00010731437,1.6883756e-06,1.5114178e-06,9.963098e-05,3.0539562e-05,0.00012983652,0.000136057
